REFERENCE_PE,NOM,CODE_SAFIR,TYPE_SITE,REGION,LIBELLE_REGION,COMPLEMENT_ADRESSE,DC_COMPLEMENTADRSITEPHYSIQUE,ADRESSE,CODE_POSTAL,COMMUNE,DN_LATITUDE,DN_LONGITUDE
IDF0145005347,DT ESSONNE,91082,ALE,11,ILE-DE-FRANCE,NULL,NULL,34 cours Blaise Pascal,91000,EVRY,"48,627062","2,430488"
IDF0149001672,Longjumeau,91090,ALE,11,ILE-DE-FRANCE,NULL,NULL,30 rue Maurice,91160,LONGJUMEAU,"48,694038","2,287487"
IDF0150006105,Brétigny Sur Orge,91100,ALE,11,ILE-DE-FRANCE,NULL,NULL,11 Rue Georges Charpak,91220,BRETIGNY SUR ORGE,"48,604468","2,297315"
IDF0152005800,Les Ulis,91123,ALE,11,ILE-DE-FRANCE,Groupe scolaire les Barceleau,NULL,2 avenue d'Alsace,91940,LES ULIS,"48,686835","2,170589"
IDF0153005768,Sainte-Geneviève-des-Bois,91131,ALE,11,ILE-DE-FRANCE,NULL,NULL,141 route de Corbeil,91700,STE GENEVIEVE DES BOIS,"48,638247","2,332844"
IDF0154001557,Savigny-sur-Orge,91146,ALE,11,ILE-DE-FRANCE,NULL,NULL,11 AVENUE DU GARIGLIANO,91600,SAVIGNY SUR ORGE,"48,692037","2,334181"
IDF0122005347,DT ESSONNE,91211,DDA,11,ILE-DE-FRANCE,NULL,NULL,34 cours Blaise Pascal,91000,EVRY,"48,627062","2,430488"
IDF0179005354,Nanterre (APE-A2S-Cadres),92013,ALE,11,ILE-DE-FRANCE,NULL,NULL,20 rue Gambetta,92000,NANTERRE,"48,887982","2,199459"
IDF0182001629,Boulogne-Billancourt,92022,ALE,11,ILE-DE-FRANCE,NULL,NULL,21 QUAI ALPHONSE LE GALLO,92100,BOULOGNE BILLANCOURT,"48,83383","2,243232"
IDF0159001775,Asnieres-sur-Seine,92037,ALE,11,ILE-DE-FRANCE,NULL,IMMEUBLE GRAND ANGLE,61 AVENUE GABRIEL PERI,92600,ASNIERES SUR SEINE,"48,917363","2,295494"
IDF0184001551,Colombes,92045,ALE,11,ILE-DE-FRANCE,NULL,NULL,102 avenue Henri Barbusse,92700,COLOMBES,"48,916759","2,252618"
IDF0186001599,Courbevoie,92053,ALE,11,ILE-DE-FRANCE,NULL,NULL,17 rue du Président Kruger,92400,COURBEVOIE,"48,898422","2,255272"
IDF0187005638,Gennevilliers,92061,ALE,11,ILE-DE-FRANCE,NULL,NULL,223 rue des Caboeufs,92230,GENNEVILLIERS,"48,922424","2,313878"
IDF0188001765,Levallois-Perret,92076,ALE,11,ILE-DE-FRANCE,NULL,NULL,99 RUE ANATOLE FRANCE,92300,LEVALLOIS PERRET,"48,893579","2,2836"
IDF0190005039,Montrouge,92092,ALE,11,ILE-DE-FRANCE,NULL,NULL,223 avenue Pierre Brossolette,92120,MONTROUGE,"48,812155","2,301057"
IDF0192005661,Puteaux,92110,ALE,11,ILE-DE-FRANCE,NULL,NULL,116 rue de Verdun,92800,PUTEAUX,"48,877845","2,234376"
IDF0193005528,Rueil-Malmaison,92125,ALE,11,ILE-DE-FRANCE,NULL,NULL,128 RUE DANTON,92500,RUEIL MALMAISON,"48,876616","2,200161"
IDF0196005943,Clichy-la-Garènne,92156,ALE,11,ILE-DE-FRANCE,NULL,(92/98 bd Victor Hugo) - Porte G,23-31 rue Morel,92110,CLICHY,"48,90138","2,31726"
IDF0198005068,Antony (APE-A2S-Cadres),92180,ALE,11,ILE-DE-FRANCE,NULL,NULL,42 AVENUE ARISTIDE BRIAND,92160,ANTONY,"48,755604","2,305974"
IDF0200001621,Issy-les-Moulineaux (APE-Cadres),92205,ALE,11,ILE-DE-FRANCE,NULL,NULL,2 RUE VICTOR HUGO,92130,ISSY LES MOULINEAUX,"48,826832","2,275242"
IDF0201006011,Bagneux,92221,ALE,11,ILE-DE-FRANCE,NULL,NULL,157 rue des Blains,92220,BAGNEUX,"48,793102","2,317971"
IDF0157006129,DT 92 HAUTS DE SEINE,92301,DDA,11,ILE-DE-FRANCE,NULL,Immeuble LE CARILLON OUEST,6 esplanade Charles De Gaulle,92000,NANTERRE,"48,895604","2,222951"
IDF0265005257,Sevran,93015,ALE,11,ILE-DE-FRANCE,NULL,NULL,2 rue Paul Langevin,93270,SEVRAN,"48,946479","2,527996"
IDF0253005673,Aubervilliers,93016,ALE,11,ILE-DE-FRANCE,NULL,NULL,124 rue Henri Barbusse,93300,AUBERVILLIERS,"48,910714","2,391271"
IDF0254001570,Aulnay-sous-Bois,93024,ALE,11,ILE-DE-FRANCE,NULL,NULL,135 rue Jacques Duclos,93600,AULNAY SOUS BOIS,"48,949388","2,487927"
IDF0255001575,Montreuil-sous-Bois,93032,ALE,11,ILE-DE-FRANCE,NULL,NULL,7 RUE KLEBER,93100,MONTREUIL,"48,857195","2,436555"
IDF0257005941,Noisy le Sec,93040,ALE,11,ILE-DE-FRANCE,NULL,NULL,54 rue Paul Vaillant-Couturier,93130,NOISY LE SEC,"48,891386","2,447762"
IDF0219005660,Drancy,93045,ALE,11,ILE-DE-FRANCE,NULL,NULL,175-177Bis Avenue Henri Barbusse,93700,DRANCY,"48,915465","2,44249"
IDF0258001606,Pantin,93055,ALE,11,ILE-DE-FRANCE,NULL,RESIDENCE FORMAIGNE,188 AVENUE JEAN LOLIVE,93500,PANTIN,"48,8949","2,422487"
IDF0259005643,Clichy-sous-Bois,93063,ALE,11,ILE-DE-FRANCE,NULL,NULL,5 allée Étienne Laurent,93390,CLICHY SOUS BOIS,"48,904109","2,55099"
IDF0260001695,Saint Ouen,93086,ALE,11,ILE-DE-FRANCE,NULL,Bâtiment D,44 avenue du Capitaine Glarner,93400,ST OUEN,"48,903764","2,329146"
IDF0261005742,Bobigny,93094,ALE,11,ILE-DE-FRANCE,NULL,Cité Karl Marx,49 rue Miriam Makeba,93000,BOBIGNY,"48,905878","2,439848"
IDF0262005495,Rosny-sous-Bois,93104,ALE,11,ILE-DE-FRANCE,NULL,NULL,6 rue de Rome,93110,ROSNY SOUS BOIS,"48,87649","2,474054"
IDF0263001769,Neuilly-sur-Marne,93120,ALE,11,ILE-DE-FRANCE,NULL,CENTRE COMMERCIAL BAOBAB,10 RUE JEAN PERRIN,93330,NEUILLY SUR MARNE,"48,855349","2,518571"
IDF0264003681,Livry-Gargan,93135,ALE,11,ILE-DE-FRANCE,ETAGE 2,NULL,33 BOULEVARD ROBERT SCHUMAN,93190,LIVRY GARGAN,"48,927638","2,548042"
IDF0234006098,Stains,93143,ALE,11,ILE-DE-FRANCE,NULL,NULL,35 Rue du Moulin Neuf,93240,STAINS,"48,951279","2,393139"
IDF0238001673,Epinay-sur-Seine (APE-A2S),93166,ALE,11,ILE-DE-FRANCE,NULL,NULL,32 AVENUE SALVADOR ALLENDE,93800,EPINAY SUR SEINE,"48,956482","2,308841"
IDF0239006033,LE BLANC MESNIL,93174,ALE,11,ILE-DE-FRANCE,NULL,NULL,22 avenue Albert Einstein,93150,LE BLANC MESNIL,"48,944004","2,47238"
IDF0242001745,Noisy-le-Grand,93182,ALE,11,ILE-DE-FRANCE,NULL,NULL,8 RUE DU MARECHAL JUIN,93160,NOISY LE GRAND,"48,84222","2,571914"
IDF0245001693,Tremblay-en-France,93190,ALE,11,ILE-DE-FRANCE,NULL,NULL,43 allée Nelson Mandela,93290,TREMBLAY EN FRANCE,"48,949742","2,569879"
IDF0246001571,La Courneuve,93200,ALE,11,ILE-DE-FRANCE,NULL,NULL,139 avenue Paul Vaillant-Couturier,93120,LA COURNEUVE,"48,925466","2,415422"
IDF0247001706,Saint-Denis,93215,ALE,11,ILE-DE-FRANCE,NULL,NULL,5 AVENUE DU COLONEL FABIEN,93200,ST DENIS,"48,944389","2,355101"
IDF0251005854,BONDY,93231,ALE,11,ILE-DE-FRANCE,NULL,NULL,14 rue de la Liberté,93141,BONDY,"48,893996","2,484455"
IDF0206005806,Le Galilée,93326,DDA,11,ILE-DE-FRANCE,NULL,NULL,4 rue Galilée,93160,NOISY LE GRAND,"48,842581","2,547389"
IDF0299005424,Champigny-sur-Marne,94011,ALE,11,ILE-DE-FRANCE,NULL,NULL,17 Avenue Max Dormoy,94500,CHAMPIGNY SUR MARNE,"48,811135","2,519344"
IDF0300001788,Choisy-le-Roi (APE-A2S),94026,ALE,11,ILE-DE-FRANCE,NULL,TOUR ORIX,16 AVENUE JEAN JAURES,94600,CHOISY LE ROI,"48,76458","2,405954"
IDF0301005627,Ivry-sur-Seine,94034,ALE,11,ILE-DE-FRANCE,NULL,Immeuble le Michelet,161 avenue de Verdun,94200,IVRY SUR SEINE,"48,807459","2,375039"
IDF0302001708,Nogent-sur-Marne,94050,ALE,11,ILE-DE-FRANCE,NULL,NULL,5 RUE JEAN MONNET,94130,NOGENT SUR MARNE,"48,839155","2,493482"
IDF0282005799,Saint-Maur-des-Fossés,94065,ALE,11,ILE-DE-FRANCE,NULL,NULL,16 rue Léon Bocquet,94100,ST MAUR DES FOSSES,"48,80109","2,485034"
IDF0283001554,Villejuif,94073,ALE,11,ILE-DE-FRANCE,NULL,NULL,108 avenue de Stalingrad,94800,VILLEJUIF,"48,782912","2,36696"
IDF0284005465,VINCENNES,94081,ALE,11,ILE-DE-FRANCE,NULL,NULL,3 rue Lejemptel,94300,VINCENNES,"48,84625","2,437448"
IDF0285005945,Vitry-sur-Seine,94096,ALE,11,ILE-DE-FRANCE,NULL,NULL,119-123 Avenue Rouget de l¿Isle,94400,VITRY SUR SEINE,"48,780656","2,395078"
IDF0286005446,Créteil,94106,ALE,11,ILE-DE-FRANCE,NULL,NULL,45 RUE AUGUSTE PERRET,94000,CRETEIL,"48,763456","2,47248"
IDF0288001741,Cachan,94114,ALE,11,ILE-DE-FRANCE,NULL,NULL,8 rue François Delage,94230,CACHAN,"48,793326","2,337417"
IDF0291001586,L'Haÿ-les-Roses,94130,ALE,11,ILE-DE-FRANCE,NULL,NULL,15 17 BD PAUL VAILLANT COUTURIER,94240,L HAY LES ROSES,"48,783581","2,341352"
IDF0292001730,Point relais Alfortville,94153,ALE,11,ILE-DE-FRANCE,NULL,NULL,7 rue Roger Mordrel,94140,ALFORTVILLE,"48,806615","2,421872"
IDF0293005309,Villeneuve-Saint-Georges,94161,ALE,11,ILE-DE-FRANCE,NULL,NULL,2 rue Henri Janin,94190,VILLENEUVE ST GEORGES,"48,729057","2,447552"
IDF0294001760,Sucy-en-Brie,94176,ALE,11,ILE-DE-FRANCE,NULL,PARC D AFFAIRES LEADER CLUB,9 ALLEE DU PACIFIQUE,94370,SUCY EN BRIE,"48,772731","2,50461"
IDF0295001627,Fontenay-sous-Bois,94184,ALE,11,ILE-DE-FRANCE,NULL,NULL,201 RUE CARNOT,94120,FONTENAY SOUS BOIS,"48,853048","2,49121"
IDF0297001683,Maisons-Alfort,94192,ALE,11,ILE-DE-FRANCE,NULL,NULL,39 AVENUE GAMBETTA,94700,MAISONS ALFORT,"48,81012","2,43897"
IDF0298006032,CHENNEVIERES,94202,ALE,11,ILE-DE-FRANCE,NULL,Avenue du Pince Vent,2 rue des Prés Champlain,94430,CHENNEVIERES SUR MARNE,"48,796449","2,553499"
IDF0266005806,Le Galilée,94305,DDA,11,ILE-DE-FRANCE,NULL,NULL,4 rue Galilée,93160,NOISY LE GRAND,"48,842581","2,547389"
IDF0116001697,Argenteuil,95013,ALE,11,ILE-DE-FRANCE,NULL,NULL,47 boulevard Jean Allemane,95100,ARGENTEUIL,"48,951958","2,253781"
IDF0119001687,Persan,95021,ALE,11,ILE-DE-FRANCE,NULL,NULL,4 rue Jean Moulin,95340,PERSAN,"49,150909","2,280371"
IDF0120001544,Gonesse,95036,ALE,11,ILE-DE-FRANCE,NULL,NULL,10 B rue Berthelot,95500,GONESSE,"48,982186","2,456355"
IDF0106001650,Montmorency,95044,ALE,11,ILE-DE-FRANCE,NULL,NULL,27 rue Ferber,95160,MONTMORENCY,"48,974216","2,313946"
IDF0108005707,Sarcelles,95060,ALE,11,ILE-DE-FRANCE,NULL,NULL,43 avenue Paul Valéry,95200,SARCELLES,"48,979437","2,379254"
IDF0109001762,Ermont,95075,ALE,11,ILE-DE-FRANCE,NULL,NULL,90 rue Raoul Dautry,95120,ERMONT,"48,981826","2,265411"
IDF0486005359,Domont,95079,ALE,11,ILE-DE-FRANCE,NULL,NULL,2 rue des Charbonniers,95330,DOMONT,"49,029079","2,34312"
IDF1462005564,Bezons,95081,ALE,11,ILE-DE-FRANCE,NULL,NULL,LE CAMILLE DONZIEUX,95870,BEZONS,"48,927288","2,215671"
IDF1581005007,Cadres Saint-Gratien,95082,ALE,11,ILE-DE-FRANCE,NULL,NULL,6 RUE DU MARECHAL JUIN,95210,ST GRATIEN,"48,963563","2,287704"
IDF0110001675,Taverny,95091,ALE,11,ILE-DE-FRANCE,Stade JEAN BOUIN,NULL,47 rue de Montmorency,95150,TAVERNY,"49,019101","2,224693"
IDF0111001720,Saint-Ouen-l'Aumône,95116,ALE,11,ILE-DE-FRANCE,NULL,NULL,60 RUE DE PARIS,95310,ST OUEN L AUMONE,"49,039047","2,11665"
IDF0112005082,Herblay,95132,ALE,11,ILE-DE-FRANCE,NULL,NULL,93 rue de la Marne,95220,HERBLAY,"49,00056","2,181426"
IDF0113005356,Cergy (APE-A2S-Cadres),95140,ALE,11,ILE-DE-FRANCE,NULL,NULL,4 RUE DES CHAUFFOURS,95000,CERGY PONTOISE,"49,041618","2,078384"
IDF0114001771,Garges-lès-Gonesse (APE-A2S),95155,ALE,11,ILE-DE-FRANCE,NULL,ESPACE EUROPE,36 AVENUE JOLIOT CURIE,95140,GARGES LES GONESSE,"48,974271","2,415154"
IDF0087006131,DT 95 VAL D OISE,95204,DDA,11,ILE-DE-FRANCE,NULL,Immeuble Le Mercury,1 rue de la Croix-des-Maheux,95000,PONTOISE,"49,048846","2,09294"
SPM0001005310,ST PIERRE ET MIQUELON,97003,ALE,11,ILE-DE-FRANCE,NULL,NULL,16 RUE SOEUR CESARINE,97500,ST PIERRE ET MIQUELON,"14,742602","-61,174931"
GUA0070005907,APE DE SAINT MARTIN,97010,ALE,1,GUADELOUPE,MARIGOT,NULL,22 rue Léopold Mingau,97150,ST MARTIN,"46,220655","-0,161297"
GUA0027005279,ABYMES DOTHEMARE,97113,ALE,1,GUADELOUPE,NULL,NULL,ZAC de Dothemare,97139,LES ABYMES,"16,27136","-61,504996"
GUA0012005917,APE DE SAINTE ROSE,97115,ALE,1,GUADELOUPE,NULL,Zone industrielle de Nolivier,Route de Morne Rouge,97115,STE ROSE,"16,31452","-61,647044"
GUA0002005300,GUADELOUPE DR Annexe,97120,DDA,1,GUADELOUPE,NULL,ZAC PARC DE DESMARAIS,SECTION MORIN SAINT-CLAUDE,97120,ST CLAUDE,"16,024355","-61,70107"
GUA0013005698,APE DE BASSE TERRE,97121,ALE,1,GUADELOUPE,NULL,Rue Mauchanal,Rond Point de Desmarais,97100,BASSE TERRE,"15,992846","-61,727527"
GUA0015005624,APE DE PORT LOUIS,97122,ALE,1,GUADELOUPE,NULL,NULL,Boulevard Jacques Edwige,97117,PORT LOUIS,"16,416648","-61,532228"
GUA0014006084,APE DE MORNE- A -L'EAU,97136,ALE,1,GUADELOUPE,NULL,Immeuble Consonne,Route de Lasserre,97111,MORNE A L EAU,"16,330843","-61,459014"
GUA0016005298,MARIE GALANTE,97144,ALE,1,GUADELOUPE,NULL,NULL,RUE DE LA SAVANE,97112,GRAND BOURG,"15,885432","-61,312797"
GUA0017005294,POINTE A PITRE BERGEVIN,97152,ALE,1,GUADELOUPE,NULL,NULL,RUE DE LA VILLE D ORLY,97110,POINTE A PITRE,"16,247346","-61,541017"
GUA0018006026,APE DE BAIE MAHAULT,97175,ALE,1,GUADELOUPE,NULL,NULL,Rond-point Destrellan,97122,BAIE MAHAULT,"16,262443","-61,589086"
GUA0024005283,CAPESTERRE LES FLAMBOYANTS,97183,ALE,1,GUADELOUPE,NULL,Rue DES FILAOS,Résidence des Flamboyants,97130,CAPESTERRE BELLE EAU,"16,05411","-61,562117"
GUA0025006060,APE BOUILLANTE,97184,ALE,1,GUADELOUPE,NULL,Provisoire,Section Vannier,97125,BOUILLANTE,"16,127542","-61,770037"
GUA0026005787,APE DE SAINT FRANCOIS,97185,ALE,1,GUADELOUPE,NULL,Avenue Martin Luther King,Section Cayenne,97118,ST FRANCOIS,"16,253282","-61,272933"
MAR0011002504,DT CENTRE MARTINIQUE,97201,DDA,2,MARTINIQUE,NULL,bat D1 Quartier KERLYS,5 Rue SAINT-CHRISTOPHE,97200,FORT DE FRANCE,"14,612415","-61,052978"
MAR0001006050,DR POLE-EMPLOI MARTINIQUE,97210,DRA,2,MARTINIQUE,NULL,Quartier KERLYS,5 Rue SAINT-CHRISTOPHE,97200,FORT DE FRANCE,"14,612412","-61,05313"
MAR0020005718,SCHOELCHER,97216,ALE,2,MARTINIQUE,NULL,NULL,40 avenue Madiana,97233,SCHOELCHER,"14,615883","-61,100906"
MAR0006005810,LE MARIN,97224,ALE,2,MARTINIQUE,NULL,NULL,Quartier Habitation MONTGERALD,97290,LE MARIN,"14,470933","-60,871135"
MAR0007005975,TRINITE BEAUSEJOUR,97232,ALE,2,MARTINIQUE,NULL,NULL,Quartier Beauséjour,97220,LA TRINITE,"14,739015","-60,963183"
MAR0021002503,FORT DE FRANCE KERLYS,97240,ALE,2,MARTINIQUE,NULL,DERRIERE INTERSPORT,DERRIERE INTERSPORT,97200,FORT DE FRANCE,"14,604261","-61,066969"
MAR0023005994,LAMENTIN ACAJOU,97255,ALE,2,MARTINIQUE,FACE AU château D EAU,Quartier ACAJOU,Route Départementale 14,97232,LE LAMENTIN,"14,627161","-61,018834"
MAR0008005952,RIVIERE-SALEE,97263,ALE,2,MARTINIQUE,NULL,NULL,Quartier La Laugier,97215,RIVIERE SALEE,"14,528254","-60,979614"
MAR0112005936,LE FRANCOIS,97273,ALE,2,MARTINIQUE,NULL,Lotissement Cotonnerie Sud,Route du Saint ESPRIT,97240,LE FRANCOIS,"14,615002","-60,903308"
MAR0009005802,SAINT-PIERRE,97286,ALE,2,MARTINIQUE,NULL,NULL,02 RUE PERCEE,97250,ST PIERRE,"14,742602","-61,174931"
MAR0010005955,SAINTE MARIE,97294,ALE,2,MARTINIQUE,NULL,NULL,ZAC Belle-Etoile,97230,STE MARIE,"14,781371","-60,993063"
GUY0008005243,APE CAYENNE BADUEL,97304,ALE,3,GUYANE,NULL,LOTISSEMENT HELICONIAS,ROUTE DE BADUEL,97300,CAYENNE,"4,927819","-52,291899"
GUY0001005228,DR GUYANE,97310,DRA,3,GUYANE,NULL,NULL,19 AVENUE PASTEUR,97300,CAYENNE,"4,944071","-52,321263"
GUY0002005235,DT GUYANE,97312,DDA,3,GUYANE,NULL,NULL,48 AVENUE PASTEUR,97300,CAYENNE,"4,944071","-52,321263"
GUY0005005245,APE CAYENNE MONTABO,97315,ALE,3,GUYANE,NULL,NULL,ROUTE DE MONTABO CHEMIN GRANT,97300,CAYENNE,"4,928124","-52,290086"
GUY0003005222,APE CAYENNE COLLERY,97319,ALE,3,GUYANE,NULL,PLAZZA MARENGO II,ZONE INDUSTRIELLE COLLERY,97300,CAYENNE,"4,937995","-52,335052"
GUY0011005954,APE KOUROU,97320,ALE,3,GUYANE,NULL,NULL,1 RUE DE LA CRECHE,97310,KOUROU,"5,158258","-52,642947"
GUY0012005230,APE SAINT LAURENT DU MARONI,97335,ALE,3,GUYANE,NULL,DOMAINE DU LAC BLEU,1 RUE DES IBIS,97320,ST LAURENT DU MARONI,"5,503506","-54,029181"
REU0001004509,SAINTE CLOTILDE,97410,DRA,4,REUNION,NULL,NULL,40 rue Lory les Bas,97490,ST DENIS,"-20,888533","55,4823"
REU0001005507,SAINT PIERRE CENTRE,97410,DRA,4,REUNION,NULL,NULL,40 rue François de Mahy,97410,ST PIERRE,"-21,339293","55,475728"
REU0036006038,Du Moulin,97421,ALE,4,REUNION,STE CLOTILDE,NULL,4 allée Maureau,97490,ST DENIS,"-20,890974","55,492705"
REU0040005092,SAINT DENIS,97423,ALE,4,REUNION,NULL,IMMEUBLE BAMBOU,357 RUE DU MARECHAL LECLERC,97400,ST DENIS,"-20,88294","55,462767"
REU0023005507,SAINT PIERRE CENTRE,97431,ALE,4,REUNION,NULL,NULL,40 rue François de Mahy,97410,ST PIERRE,"-21,339293","55,475728"
REU0024005432,RAVINE DES CABRIS,97438,ALE,4,REUNION,NULL,RAVINE DES CABRIS,403 chemin Boeuf,97432,ST PIERRE,"-21,34049","55,476619"
REU0015004506,SAINT PAUL,97446,ALE,4,REUNION,NULL,NULL,6 route de Savannah,97460,ST PAUL,"-20,986848","55,294728"
REU0010005373,LA POSSESSION,97448,ALE,4,REUNION,NULL,ZAC MOULIN JOLI,RUE MOULIN JOLI,97419,LA POSSESSION,"-20,961891","55,322783"
REU0016005844,EPERON,97450,ALE,4,REUNION,NULL,zac EPERON,Angle RD10 et rue fond générése,97435,ST PAUL,"-21,049945","55,261399"
REU0042004502,SAINT ANDRE,97454,ALE,4,REUNION,NULL,NULL,494 RUE ANDROPOLIS,97440,ST ANDRE,"-20,963339","55,66137"
REU0031004509,SAINTE CLOTILDE,97460,DDA,4,REUNION,NULL,NULL,40 rue Lory les Bas,97490,ST DENIS,"-20,888533","55,4823"
REU0019005507,SAINT PIERRE CENTRE,97461,DDA,4,REUNION,NULL,NULL,40 rue François de Mahy,97410,ST PIERRE,"-21,339293","55,475728"
REU0017004511,LE PORT F,97462,ALE,4,REUNION,NULL,NULL,99 AVENUE DU 20 DECEMBRE 1848,97420,LE PORT,"-20,941113","55,298001"
REU0025006052,St Joseph,97470,ALE,4,REUNION,NULL,NULL,40 rue du Général De Gaulle,97480,ST JOSEPH,"-21,376795","55,620794"
REU0005004537,DT OUEST,97481,DDA,4,REUNION,NULL,NULL,9 RUE DE LA BUSE,97460,ST PAUL,"-21,006538","55,274245"
REU0026005736,LA RIVIERE SAINT LOUIS,97485,ALE,4,REUNION,NULL,NULL,64 A rue de Cilaos,97421,ST LOUIS,"-21,279445","55,43439"
REU0043005374,SAINT BENOIT,97493,ALE,4,REUNION,NULL,SCI LE TAMARIN,ROND POINT DES PLAINES,97470,ST BENOIT,"-21,047698","55,716866"
REU0044004509,SAINTE CLOTILDE,97503,ALE,4,REUNION,NULL,NULL,40 rue Lory les Bas,97490,ST DENIS,"-20,888533","55,4823"
REU0051005127,SAINT LOUIS 2 BEL AIR,97506,ALE,4,REUNION,NULL,ZONE INDUSTRIELLE BEL AIR,20 RUE DE L ETANG,97450,ST LOUIS,"48,716063","7,188619"
REU0028004528,LE TAMPON,97511,ALE,4,REUNION,NULL,NULL,106 RUE MARTINEL LASSAYS,97430,LE TAMPON,"-21,280569","55,515183"
REU0018005526,SAINT LEU,97526,ALE,4,REUNION,NULL,Quartier d'affaires Tamarins,1 rue Galabé,97424,PITON SAINT LEU,"-21,166983","55,287634"
REU0046004504,SAINTE MARIE REUNION,97534,ALE,4,REUNION,NULL,NULL,30 RUE ANDRE LARDY,97438,STE MARIE,"-20,897407","55,533429"
REU0247005507,SAINT PIERRE CENTRE,97549,DDA,4,REUNION,NULL,NULL,40 rue François de Mahy,97410,ST PIERRE,"-21,339293","55,475728"
MAY0002005570,DT MAYOTTE,97600,DDA,6,MAYOTTE,2eme Etage,Résidences de l horloge,33 lotissement Les Hauts Vallons,97600,MAMOUDZOU,"-12,781348","45,232027"
MAY0003006127,APE KAWENI,97601,ALE,6,MAYOTTE,NULL,NULL,90 ROUTE NATIONALE 1,97600,MAMOUDZOU,"-12,775812","45,224836"
MAY0012005404,DZOUMOGNE,97604,ALE,6,MAYOTTE,DZOUGMOGNE,NULL,255 avenue M Godajou,97650,BANDRABOUA,"-12,704005","45,123064"
MAY0001005570,DT MAYOTTE,97609,DRA,6,MAYOTTE,2eme Etage,Résidences de l horloge,33 lotissement Les Hauts Vallons,97600,MAMOUDZOU,"-12,781348","45,232027"
GUA0155005958,DIRECTION REGIONALE GUADELOUPE,97708,DDA,1,GUADELOUPE,NULL,NULL,Zone d'activités ANTILLOPOLE,97139,LES ABYMES,"16,27136","-61,504996"
GUA0160006157,APE PETIT BOURG ROUJOL,97709,ALE,1,GUADELOUPE,NULL,NULL,Chemin de Roujol,97170,PETIT BOURG,"16,179503","-61,587668"
GUA0162005585,APE DE JARRY,97710,ALE,1,GUADELOUPE,Transit,Immeuble BNP,Rue Emmanuel BLANDIN,97122,BAIE MAHAULT,"16,239813","-61,583708"
GUA0182006163,APE GOSIER,97712,ALE,1,GUADELOUPE,NULL,NULL,NC,97190,LE GOSIER,"16,206313","-61,493027"
GUA0183006124,APE DE ABYMES CARUEL,97713,ALE,1,GUADELOUPE,NULL,NULL,Route des Abymes,97139,LES ABYMES,"16,259513","-61,518442"
